RptNo,RptName,StatCourseNo,StatCourseName,DataDate,PlaceNo,PlaceName,PeriodNo,PeriodName,Complex1,ComplexName,Complex2,Complex2Name,Complex3,Complex3Name,Complex4,Complex4Name,Complex5,Complex5Name,DeriveNo,DeriveExplain,FValue,SValue,RptDeptNo,RptDeptName,CreateTime,ModifyTime
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,230040000201,償還借款,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,230040000201,償還借款,0,,0,,0,,0,,1439771,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400004,經常支出報廢金額,0,,0,,0,,0,,457699,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,54831,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,65032,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a013,高級中等學校教育經費概況(預、決算數)-預算數-經費來源(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,0,,0,,0,,0,,0,,6377582,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a013,高級中等學校教育經費概況(預、決算數)-預算數-經費來源(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,0,,0,,0,,0,,0,,7897295,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400001,經常支出,0,,0,,0,,0,,625847,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400001,經常支出,0,,0,,0,,0,,5843026,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a013,高級中等學校教育經費概況(預、決算數)-預算數-經費來源(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,0,,0,,0,,0,,0,,567861,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400001,經常支出,0,,0,,0,,0,,5394177,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400002,資本支出,0,,0,,0,,0,,56807,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400002,資本支出,0,,0,,0,,0,,548172,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400002,資本支出,0,,0,,0,,0,,2351428,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,230040000201,償還借款,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,230040000201,償還借款,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,230040000201,償還借款,0,,0,,0,,0,,1128788,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400004,經常支出報廢金額,0,,0,,0,,0,,5267246,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,62753,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,0,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2018/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,6474,,387040000E,教育局,2019/2/27 下午 02:08:44,2019/3/4 上午 11:41:13
