RptNo,RptName,StatCourseNo,StatCourseName,DataDate,PlaceNo,PlaceName,PeriodNo,PeriodName,Complex1,ComplexName,Complex2,Complex2Name,Complex3,Complex3Name,Complex4,Complex4Name,Complex5,Complex5Name,DeriveNo,DeriveExplain,FValue,SValue,RptDeptNo,RptDeptName,CreateTime,ModifyTime
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,230040000201,償還借款,0,,0,,0,,0,,1165258,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400004,經常支出報廢金額,0,,0,,0,,0,,301650,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,59557,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a015,高級中等學校教育經費概況(預、決算數)-決算數-經費來源(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,0,,0,,0,,0,,0,,681227,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a015,高級中等學校教育經費概況(預、決算數)-決算數-經費來源(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,0,,0,,0,,0,,0,,5917048,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a015,高級中等學校教育經費概況(預、決算數)-決算數-經費來源(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,0,,0,,0,,0,,0,,6597028,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400001,經常支出,0,,0,,0,,0,,618826,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400001,經常支出,0,,0,,0,,0,,5653142,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400001,經常支出,0,,0,,0,,0,,5457471,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400002,資本支出,0,,0,,0,,0,,28267,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400002,資本支出,0,,0,,0,,0,,172096,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400002,資本支出,0,,0,,0,,0,,2763923,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,230040000201,償還借款,0,,0,,0,,0,,0,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,230040000201,償還借款,0,,0,,0,,0,,0,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,230040000201,償還借款,0,,0,,0,,0,,348584,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400004,經常支出報廢金額,0,,0,,0,,0,,0,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400004,經常支出報廢金額,0,,0,,0,,0,,265101,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000101,國立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,57098,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,0,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a016,高級中等學校教育經費概況(預、決算數)-決算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,0,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,230010000102,市立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,0,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
10440-01-01-2,臺中市高級中等學校教育經費概況(預、決算數),1044001a014,高級中等學校教育經費概況(預、決算數)-預算數-經費支出(單位:千元),2017/1/1 上午 12:00:00,010000066000,臺中市,Y,年,2300100002,私立,2300400003,折舊、折耗及攤銷,0,,0,,0,,0,,0,,387040000E,教育局,2018/3/5 上午 09:37:10,2018/3/8 下午 03:29:20
